,ds,yhat_lower,yhat_upper,yhat,y
169,1894-02-06,-0.509226695,0.011147948,-0.2479326,-0.2215
170,1894-03-06,-0.48154386,0.047109567,-0.214827441,-0.2064
171,1894-04-06,-0.474586333,0.045058011,-0.213188547,-0.3023
172,1894-05-06,-0.4865699,0.053501944,-0.212181724,-0.3018
173,1894-06-06,-0.479967245,0.027745117,-0.228704326,-0.3487
174,1894-07-06,-0.49983039,0.061643525,-0.228620102,-0.2738
175,1894-08-06,-0.482995031,0.023015982,-0.230199724,-0.2735
176,1894-09-06,-0.468989511,0.030825214,-0.215503052,-0.2531
177,1894-10-06,-0.503906561,0.00804567,-0.227501584,-0.2135
178,1894-11-06,-0.494014026,0.008558976,-0.238482307,-0.2979
179,1894-12-06,-0.452326589,0.059176852,-0.198156879,-0.2412
180,1895-01-06,-0.495218495,0.003814283,-0.244560365,-0.4389
181,1895-02-06,-0.504628079,-0.004071478,-0.249215013,-0.4136
182,1895-03-06,-0.488216147,0.038622637,-0.220351807,-0.2879
183,1895-04-06,-0.489364344,0.027450676,-0.220592971,-0.1868
184,1895-05-06,-0.469019684,0.037654264,-0.221080465,-0.2076
185,1895-06-06,-0.478592239,0.008035554,-0.23265806,-0.2938
186,1895-07-06,-0.514611719,0.026006363,-0.232819361,-0.201
187,1895-08-06,-0.477247108,0.007356316,-0.233907582,-0.2243
188,1895-09-06,-0.480892721,0.033420725,-0.223286623,-0.1329
189,1895-10-06,-0.483172641,0.041997055,-0.232117834,-0.1317
190,1895-11-06,-0.496317103,0.008232519,-0.240450652,-0.1602
191,1895-12-06,-0.471254673,0.057375664,-0.212439404,-0.069
192,1896-01-06,-0.484961929,0.016170668,-0.247432863,-0.1056
193,1896-02-06,-0.499731025,0.021528831,-0.250479211,-0.0789
194,1896-03-06,-0.488185652,0.017050353,-0.226122435,-0.2079
195,1896-04-06,-0.470230897,0.038932872,-0.220607361,-0.266
196,1896-05-06,-0.495664787,0.042109273,-0.216251888,-0.1042
197,1896-06-06,-0.502956624,0.037636123,-0.242543645,-0.0925
198,1896-07-06,-0.497806755,0.017877465,-0.242184214,-0.0509
199,1896-08-06,-0.526384806,0.015720969,-0.244926771,-0.0723
200,1896-09-06,-0.491603495,0.033060148,-0.222031253,-0.0679
201,1896-10-06,-0.500666481,0.002841269,-0.240182698,-0.0056
202,1896-11-06,-0.531721951,-0.011344702,-0.256859171,-0.1659
203,1896-12-06,-0.46401003,0.076287731,-0.191611083,0.049
204,1897-01-06,-0.514771737,-0.009371727,-0.260269922,-0.1857
205,1897-02-06,-0.529534714,-0.004224076,-0.268639058,-0.1086
206,1897-03-06,-0.469627671,0.023870663,-0.231426659,-0.1863
207,1897-04-06,-0.464356263,0.033367973,-0.227867747,-0.0032
208,1897-05-06,-0.482867945,0.028581431,-0.225246133,-0.0256
209,1897-06-06,-0.488718806,0.014253703,-0.246675214,-0.1
210,1897-07-06,-0.503059529,0.008839431,-0.24641796,-0.0401
211,1897-08-06,-0.522748916,0.007780579,-0.248548927,-0.0735
212,1897-09-06,-0.482924322,0.021437969,-0.22975945,-0.0247
213,1897-10-06,-0.530666184,-0.005505953,-0.244865643,-0.1608
214,1897-11-06,-0.523190513,-0.020153247,-0.258627968,-0.2619
215,1897-12-06,-0.462609083,0.048763371,-0.205886602,-0.2989
216,1898-01-06,-0.519669229,-0.004689853,-0.263515249,-0.0399
217,1898-02-06,-0.52377664,-0.016463722,-0.269945722,-0.2785
218,1898-03-06,-0.503247067,0.015343848,-0.236840563,-0.6515
219,1898-04-06,-0.488579069,0.028129623,-0.23520167,-0.3467
220,1898-05-06,-0.491304254,0.016649426,-0.234194846,-0.2887
221,1898-06-06,-0.508553936,0.016047259,-0.250717449,-0.2078
222,1898-07-06,-0.509166327,0.006242126,-0.250633224,-0.2426
223,1898-08-06,-0.51868172,0.013753292,-0.252212846,-0.2306
224,1898-09-06,-0.489518693,0.009032846,-0.237516174,-0.1968
225,1898-10-06,-0.53301293,0.013078653,-0.249514707,-0.3234
226,1898-11-06,-0.520927807,0.010936514,-0.260495429,-0.2417
227,1898-12-06,-0.491703864,0.059152018,-0.220170001,-0.0073
228,1899-01-06,-0.51491405,-0.009326361,-0.266573487,-0.1005
229,1899-02-06,-0.53690041,-0.002458039,-0.271228135,-0.2787
230,1899-03-06,-0.498921909,0.014144858,-0.24236493,-0.2549
231,1899-04-06,-0.512814701,0.025706811,-0.242606093,-0.1946
232,1899-05-06,-0.496281892,0.018497688,-0.243093587,-0.1203
233,1899-06-06,-0.501474922,-0.009293812,-0.254671182,-0.1977
234,1899-07-06,-0.503334717,-3.23E-05,-0.254832483,-0.1259
235,1899-08-06,-0.50559587,0.014912698,-0.255920704,-0.0664
236,1899-09-06,-0.509540598,0.020770156,-0.245299745,-0.0307
237,1899-10-06,-0.516600212,-0.004034758,-0.254130957,-0.0241
238,1899-11-06,-0.526572882,-0.004854321,-0.262463774,0.1523
239,1899-12-06,-0.493376944,0.035782012,-0.234452526,-0.1656
240,1/6/00,-0.522261988,-0.022249592,-0.269445985,-0.2404
241,2/6/00,-0.531787752,-0.011703432,-0.272492333,-0.0934
242,3/6/00,-0.51858784,-0.001338549,-0.248000336,-0.0402
243,4/6/00,-0.506701464,0.013528753,-0.250077849,-0.0985
244,5/6/00,-0.503392487,0.002732483,-0.251938002,-0.0371
245,6/6/00,-0.504362468,-0.023029077,-0.258537409,-0.045
246,7/6/00,-0.509821155,-2.83E-05,-0.25901825,-0.0728
247,8/6/00,-0.517603544,0.016918254,-0.259674603,-0.0708
248,9/6/00,-0.508783969,-0.002992382,-0.253108437,-0.06
249,10/6/00,-0.516977693,0.003762574,-0.258715487,0.0464
250,11/6/00,-0.536278291,-0.007041462,-0.26453505,-0.1345
251,12/6/00,-0.496752418,-0.000380466,-0.248725453,0.032
252,1/6/01,-0.515011024,-0.028873199,-0.272134393,-0.1259
253,2/6/01,-0.533266184,-0.006040933,-0.2737444,-0.0741
254,3/6/01,-0.51788815,-0.002946623,-0.253747148,-0.0327
255,4/6/01,-0.515015117,0.001112119,-0.257613639,-0.0646
256,5/6/01,-0.526468945,-0.006803577,-0.260723835,-0.1248
257,6/6/01,-0.521721488,-0.002801665,-0.262317282,-0.1273
258,7/6/01,-0.518493172,0.001237982,-0.263193072,-0.1563
259,8/6/01,-0.514240518,-0.008400162,-0.263476568,-0.1299
260,9/6/01,-0.520842361,0.010617422,-0.260940479,-0.2059
261,10/6/01,-0.517988043,0.01416237,-0.263269417,-0.2786
262,11/6/01,-0.511482055,-0.017532144,-0.266711131,-0.1425
263,12/6/01,-0.504663473,-0.00327757,-0.262980093,-0.2372
264,1/6/02,-0.542639325,-0.020792188,-0.274640665,-0.0856
265,2/6/02,-0.521903407,-0.021973428,-0.27499045,-0.0409
266,3/6/02,-0.514321827,-0.008726049,-0.259605526,-0.1954
267,4/6/02,-0.516384402,0.000458063,-0.265210042,-0.2697
268,5/6/02,-0.548389585,0.011812541,-0.269446934,-0.2616
269,6/6/02,-0.531471867,-0.008858704,-0.266012115,-0.3324
270,7/6/02,-0.522273065,-0.021459182,-0.26735952,-0.2902
271,8/6/02,-0.527888732,-0.007450276,-0.267328542,-0.2643
272,9/6/02,-0.522896377,-0.010092631,-0.268794058,-0.2315
273,10/6/02,-0.522346703,-0.008922174,-0.267793887,-0.2821
274,11/6/02,-0.524657325,-0.019887342,-0.268993723,-0.343
275,12/6/02,-0.522156556,-0.019937815,-0.277207812,-0.3592
276,1/6/03,-0.537612028,-0.016088045,-0.276967054,-0.2101
277,2/6/03,-0.537405198,-0.012335322,-0.276236623,-0.08
278,3/6/03,-0.511833114,0.008546785,-0.265575415,-0.2755
279,4/6/03,-0.533072984,-0.003085796,-0.272863522,-0.354
280,5/6/03,-0.539355678,-0.004220444,-0.278103258,-0.3912
281,6/6/03,-0.508578512,-0.014846469,-0.269623376,-0.3759
282,7/6/03,-0.530253236,-0.006320864,-0.271520189,-0.334
283,8/6/03,-0.54210835,-0.006762218,-0.271232388,-0.4296
284,9/6/03,-0.532167892,-0.02677347,-0.276667318,-0.3756
285,10/6/03,-0.541683004,-0.026481695,-0.272290061,-0.4357
286,11/6/03,-0.513508896,-0.024391926,-0.271384355,-0.395
287,12/6/03,-0.580301516,-0.023918956,-0.291400034,-0.3861
288,1/6/04,-0.541709285,-0.024874713,-0.279116115,-0.5416
289,2/6/04,-0.516619026,-0.018300234,-0.277489072,-0.467
290,3/6/04,-0.527117282,0.001325326,-0.270013458,-0.5129
291,4/6/04,-0.520337864,-0.02055786,-0.272090972,-0.4717
292,5/6/04,-0.532294752,-0.01043398,-0.273951124,-0.4282
293,6/6/04,-0.545728528,-0.01072122,-0.280550531,-0.4403
294,7/6/04,-0.543620847,0.003181536,-0.281031373,-0.4597
295,8/6/04,-0.551634707,-0.029919573,-0.281687726,-0.4314
296,9/6/04,-0.517232553,-0.006181265,-0.275121559,-0.4632
297,10/6/04,-0.548010454,-0.015902685,-0.28072861,-0.4066
298,11/6/04,-0.533758036,-0.019372507,-0.286548172,-0.1686
299,12/6/04,-0.542101016,-0.025793763,-0.270738575,-0.2414
300,1/6/05,-0.546198166,-0.038716821,-0.294147515,-0.354
301,2/6/05,-0.563253464,-0.028043208,-0.295757522,-0.6187
302,3/6/05,-0.543442739,-0.003966624,-0.275760271,-0.394
303,4/6/05,-0.532017917,-0.015995258,-0.279626762,-0.4481
304,5/6/05,-0.547586306,0.001106128,-0.282736957,-0.2879
305,6/6/05,-0.559268486,-0.016217967,-0.284330405,-0.2503
306,7/6/05,-0.529037859,-0.04560642,-0.285206194,-0.1918
307,8/6/05,-0.533261329,-0.035543288,-0.28548969,-0.2275
308,9/6/05,-0.55072096,-0.027429444,-0.282953602,-0.2239
309,10/6/05,-0.550480384,-0.023013072,-0.285282539,-0.296
310,11/6/05,-0.549666388,-0.043840461,-0.288724254,-0.0916
311,12/6/05,-0.555054204,-0.010289298,-0.284993215,-0.1334
312,1/6/06,-0.54587651,-0.03871829,-0.296653787,-0.1755
313,2/6/06,-0.544428616,-0.023173577,-0.297003572,-0.2379
314,3/6/06,-0.532102739,-0.012147803,-0.281618649,-0.1484
315,4/6/06,-0.52898536,-0.025912098,-0.287223165,-0.0514
316,5/6/06,-0.541899691,-0.040253667,-0.291072734,-0.2166
317,6/6/06,-0.53179532,-0.061224613,-0.287237682,-0.1768
318,7/6/06,-0.543526752,-0.043267676,-0.288197765,-0.2467
319,8/6/06,-0.546526878,-0.011612553,-0.287766554,-0.2362
320,9/6/06,-0.541059987,-0.025301785,-0.288831837,-0.3053
321,10/6/06,-0.540354554,-0.005168954,-0.287444343,-0.2809
322,11/6/06,-0.540827251,-0.02431172,-0.288243946,-0.3676
323,12/6/06,-0.557327753,-0.04242448,-0.296070712,-0.165
324,1/6/07,-0.550713496,-0.020358346,-0.295429722,-0.3443
325,2/6/07,-0.556656633,-0.035705346,-0.294299057,-0.4038
326,3/6/07,-0.526913605,-0.029386137,-0.283276349,-0.276
327,4/6/07,-0.556691722,-0.021078542,-0.290164222,-0.3508
328,5/6/07,-0.57182665,-0.040721061,-0.295016636,-0.4669
329,6/6/07,-0.551312316,-0.03011058,-0.286136521,-0.3742
330,7/6/07,-0.553169922,-0.035229427,-0.287646011,-0.3547
331,8/6/07,-0.544130435,-0.022754839,-0.286957977,-0.3378
332,9/6/07,-0.546621192,-0.016945921,-0.291992675,-0.3364
333,10/6/07,-0.534545789,0.00322449,-0.287228095,-0.3047
334,11/6/07,-0.573051169,-0.018286784,-0.285922156,-0.5055
335,12/6/07,-0.554902169,-0.044540603,-0.305550513,-0.3922
336,1/6/08,-0.549819553,-0.030924826,-0.29286636,-0.36
337,2/6/08,-0.541047714,-0.041035606,-0.290839085,-0.3753
338,3/6/08,-0.541910154,-0.007481499,-0.282989059,-0.6041
339,4/6/08,-0.535179096,-0.010600038,-0.284666339,-0.4832
340,5/6/08,-0.527058267,-0.029025821,-0.286139169,-0.3982
341,6/6/08,-0.556182147,-0.029139715,-0.292338343,-0.4062
342,7/6/08,-0.56506728,-0.044769697,-0.292431862,-0.3874
343,8/6/08,-0.530980608,-0.025147674,-0.292687982,-0.4787
344,9/6/08,-0.559401501,-0.019285045,-0.285721582,-0.3973
345,10/6/08,-0.556452399,-0.034149895,-0.290941311,-0.5169
346,11/6/08,-0.571479802,-0.018851288,-0.29636064,-0.4833
347,12/6/08,-0.533456048,-0.010768342,-0.280163721,-0.3846
348,1/6/09,-0.564671795,-0.041423439,-0.303172428,-0.5499
349,2/6/09,-0.559244273,-0.040280222,-0.304382201,-0.4563
350,3/6/09,-0.556347049,-0.049020862,-0.284023449,-0.5399
351,4/6/09,-0.541357698,-0.047557443,-0.287489707,-0.5264
352,5/6/09,-0.552393927,-0.034063348,-0.29021258,-0.4512
353,6/6/09,-0.53847579,-0.027652931,-0.291405795,-0.4145
354,7/6/09,-0.55535409,-0.03016828,-0.291894262,-0.435
355,8/6/09,-0.551461699,-0.042576137,-0.291777525,-0.3052
356,9/6/09,-0.537690159,-0.025466866,-0.288841203,-0.3611
357,10/6/09,-0.535090735,-0.042695932,-0.290782818,-0.3935
358,11/6/09,-0.553234946,-0.020350389,-0.2938243,-0.2733
359,12/6/09,-0.546728787,-0.054658984,-0.289705939,-0.4071
360,1/6/10,-0.564414031,-0.040224569,-0.300966277,-0.3035
361,2/6/10,-0.558117147,-0.042409744,-0.300915829,-0.3627
362,3/6/10,-0.539648522,-0.030254933,-0.285169405,-0.4202
363,4/6/10,-0.548546904,-0.027571146,-0.290373688,-0.339
364,5/6/10,-0.539676297,-0.040641485,-0.294223257,-0.2999
365,6/6/10,-0.541670155,-0.025281195,-0.290388205,-0.3525
366,7/6/10,-0.573990288,-0.046186366,-0.291348288,-0.3264
367,8/6/10,-0.560646846,-0.038946703,-0.290917077,-0.3325
368,9/6/10,-0.563012239,-0.026764746,-0.29198236,-0.3322
369,10/6/10,-0.571056946,-0.065441141,-0.289942103,-0.4199
370,11/6/10,-0.561236211,-0.038502054,-0.290067183,-0.4956
371,12/6/10,-0.550744502,-0.030905551,-0.297241186,-0.5626
372,1/6/11,-0.549754126,-0.046474795,-0.295925674,-0.5067
373,2/6/11,-0.544492011,-0.032291381,-0.294120487,-0.5265
374,3/6/11,-0.540379224,-0.010158943,-0.282488533,-0.5697
375,4/6/11,-0.547599542,-0.042173919,-0.288701884,-0.5099
376,5/6/11,-0.533127615,-0.034015824,-0.292901535,-0.4775
377,6/6/11,-0.529806189,-0.007513951,-0.283346897,-0.4443
378,7/6/11,-0.555253459,-0.028612836,-0.284203624,-0.4658
379,8/6/11,-0.539745172,-0.012091978,-0.282841068,-0.4541
380,9/6/11,-0.544958801,-0.033431902,-0.287201243,-0.3983
381,10/6/11,-0.548477472,-0.014903842,-0.2817839,-0.3433
382,11/6/11,-0.539646904,-0.017398591,-0.279803438,-0.2571
383,12/6/11,-0.549346352,-0.03968946,-0.298779032,-0.2456
384,1/6/12,-0.551789719,-0.032600786,-0.285420357,-0.2791
385,2/6/12,-0.556181665,-0.016382121,-0.282718559,-0.1091
386,3/6/12,-0.530760801,-0.01725321,-0.274237529,-0.3123
387,4/6/12,-0.529112006,-0.026006375,-0.275240287,-0.2027
388,5/6/12,-0.534146707,-0.003352978,-0.276060354,-0.2257
389,6/6/12,-0.541682425,-0.011418491,-0.281585006,-0.26
390,7/6/12,-0.529471965,-0.023040363,-0.281025761,-0.314
391,8/6/12,-0.526302102,-0.02922723,-0.280607359,-0.4516
392,9/6/12,-0.534898892,-0.024592082,-0.272966437,-0.5056
393,10/6/12,-0.522896921,-0.02468895,-0.277533402,-0.5185
394,11/6/12,-0.537060372,-0.044563367,-0.282278209,-0.4122
395,12/6/12,-0.511115278,-0.012011323,-0.265428526,-0.3553
396,1/6/13,-0.546082298,-0.027395601,-0.287762711,-0.3513
397,2/6/13,-0.535179078,-0.030854205,-0.288297963,-0.3899
398,3/6/13,-0.550599343,-0.033027493,-0.267329965,-0.4077
399,4/6/13,-0.5270382,-0.002744273,-0.2701217,-0.3506
400,5/6/13,-0.529411865,-0.017271943,-0.27219181,-0.394
401,6/6/13,-0.537969805,-0.016163729,-0.272710502,-0.3779
402,7/6/13,-0.539376449,-0.015222113,-0.272546206,-0.3534
403,8/6/13,-0.521920198,-0.00756763,-0.271754947,-0.328
404,9/6/13,-0.540358414,-0.024019013,-0.268144103,-0.3562
405,10/6/13,-0.511446075,-0.008871966,-0.269432954,-0.3112
406,11/6/13,-0.515377409,-0.003027018,-0.271799914,-0.1371
407,12/6/13,-0.521358183,-0.00705315,-0.267028789,-0.0374
408,1/6/14,-0.544151246,-0.030624057,-0.277614606,0.0961
409,2/6/14,-0.549242167,-0.036187999,-0.276889635,-0.1203
410,3/6/14,-0.503013818,0.022733797,-0.260533965,-0.1633
411,4/6/14,-0.522157077,-0.001158984,-0.265063726,-0.2481
412,5/6/14,-0.532170916,0.01756819,-0.268260532,-0.1647
413,6/6/14,-0.519993633,-0.015241109,-0.263750957,-0.1963
414,7/6/14,-0.534566619,-0.001298803,-0.264058277,-0.2095
415,8/6/14,-0.493588345,-0.007535406,-0.262952544,-0.1757
416,9/6/14,-0.521500057,0.010978975,-0.263343305,-0.1781
417,10/6/14,-0.518997713,0.025802468,-0.261303048,-0.0938
418,11/6/14,-0.529520465,0.00545772,-0.261428128,-0.1202
419,12/6/14,-0.517744412,-0.026546168,-0.268602131,-0.0998
420,1/6/15,-0.544379588,0.000438471,-0.267286618,-0.1374
421,2/6/15,-0.511545129,-0.010667943,-0.265292698,-0.0108
422,3/6/15,-0.516231691,-0.008867968,-0.253490276,-0.1011
423,4/6/15,-0.529717649,0.003531917,-0.259514893,0.0215
424,5/6/15,-0.505590128,-0.009690745,-0.263531899,-0.0685
425,6/6/15,-0.513101494,0.009642501,-0.253788529,-0.0858
426,7/6/15,-0.505721418,0.010193662,-0.25446261,-0.0284
427,8/6/15,-0.505183214,0.01211058,-0.252911321,-0.076
428,9/6/15,-0.512309131,0.000482361,-0.257082763,-0.1111
429,10/6/15,-0.500776902,0.011632004,-0.251482775,-0.1722
430,11/6/15,-0.506455088,0.011212758,-0.24931358,-0.0116
431,12/6/15,-0.508247953,-0.013827734,-0.268106528,-0.0503
432,1/6/16,-0.513544969,-0.00094867,-0.254559121,-0.1797
433,2/6/16,-0.49392824,-0.005467216,-0.25166859,-0.1759
434,3/6/16,-0.510491892,0.017529434,-0.243011002,-0.2944
435,4/6/16,-0.503706638,0.001715291,-0.243825027,-0.1978
436,5/6/16,-0.506019274,0.00627913,-0.244462449,-0.2245
437,6/6/16,-0.49269975,0.005926552,-0.249798368,-0.3834
438,7/6/16,-0.486266684,0.017493628,-0.249056478,-0.2889
439,8/6/16,-0.508163517,0.000123911,-0.248449343,-0.2743
440,9/6/16,-0.490290023,0.022323821,-0.240619688,-0.2616
441,10/6/16,-0.493006898,0.032402022,-0.245004007,-0.2651
442,11/6/16,-0.523254354,0.003158897,-0.249560081,-0.3957
443,12/6/16,-0.482706728,0.027537028,-0.232527754,-0.5742
444,1/6/17,-0.515653211,-0.020632068,-0.254673205,-0.4299
445,2/6/17,-0.503698823,-0.004192116,-0.255019724,-0.4721
446,3/6/17,-0.476802125,0.036882926,-0.233881257,-0.4287
447,4/6/17,-0.494872662,0.0238682,-0.236484259,-0.3146
448,5/6/17,-0.501844787,0.009429049,-0.238371724,-0.45
449,6/6/17,-0.507550401,0.026134965,-0.238701683,-0.3432
450,7/6/17,-0.498649176,0.01196082,-0.238354742,-0.1721
451,8/6/17,-0.484366654,0.023106461,-0.237374749,-0.1726
452,9/6/17,-0.472224641,0.017735482,-0.233575172,-0.0635
453,10/6/17,-0.482622324,0.0093091,-0.234681379,-0.2602
454,11/6/17,-0.491847161,0.040899107,-0.236859605,-0.1348
455,12/6/17,-0.474405652,0.019537073,-0.231905836,-0.5329
456,1/6/18,-0.481855174,-0.001682159,-0.242302919,-0.2146
457,2/6/18,-0.481452189,0.023505051,-0.241389215,-0.2892
458,3/6/18,-0.468561588,0.01986981,-0.224863077,-0.1783
459,4/6/18,-0.490142024,0.046766409,-0.229204104,-0.2966
460,5/6/18,-0.500547746,0.033804966,-0.232218265,-0.276
461,6/6/18,-0.475044626,0.043170559,-0.227519957,-0.1829
462,7/6/18,-0.486712259,0.044556449,-0.227644632,-0.2024
463,8/6/18,-0.486767776,0.039501805,-0.226350166,-0.1777
464,9/6/18,-0.472034613,0.046959376,-0.226552193,-0.1481
465,10/6/18,-0.480239309,0.043233415,-0.224329291,-0.0998
466,11/6/18,-0.474755023,0.042048264,-0.224265638,-0.1154
467,12/6/18,-0.497760284,0.036186622,-0.231256996,-0.3195
468,1/6/19,-0.490514515,0.044348633,-0.229752751,-0.2424
469,2/6/19,-0.489383878,0.022282501,-0.227758831,-0.053
470,3/6/19,-0.453068298,0.041602324,-0.215956408,-0.2393
471,4/6/19,-0.476094499,0.036105546,-0.221981025,-0.0704
472,5/6/19,-0.48282529,0.051868053,-0.225998031,-0.1837
473,6/6/19,-0.461474265,0.057846785,-0.216254661,-0.2348
474,7/6/19,-0.47678543,0.023516123,-0.216928715,-0.2155
475,8/6/19,-0.495571989,0.031638693,-0.215377397,-0.2077
476,9/6/19,-0.50428036,0.037050602,-0.219548811,-0.1833
477,10/6/19,-0.453397496,0.023072351,-0.213948795,-0.22
478,11/6/19,-0.458419011,0.042270155,-0.211779573,-0.3178
479,12/6/19,-0.491250875,0.020132113,-0.230572494,-0.298
480,1/6/20,-0.479913337,0.03530688,-0.217025057,-0.1157
481,2/6/20,-0.476567,0.06097149,-0.214134498,-0.2197
482,3/6/20,-0.471734582,0.039933281,-0.205476884,-0.0583
483,4/6/20,-0.458703382,0.04969017,-0.206290881,-0.2098
484,5/6/20,-0.4629173,0.059211739,-0.206928275,-0.1682
485,6/6/20,-0.466009422,0.052066394,-0.212264166,-0.2559
486,7/6/20,-0.465522778,0.038049828,-0.211522249,-0.2436
487,8/6/20,-0.474208377,0.05405172,-0.210915085,-0.2306
488,9/6/20,-0.461277391,0.036878854,-0.203085402,-0.1755
489,10/6/20,-0.490217333,0.051963302,-0.207469694,-0.2096
490,11/6/20,-0.465041844,0.040707795,-0.21202574,-0.251
491,12/6/20,-0.459357387,0.052622218,-0.194993384,-0.3886
492,1/6/21,-0.473989818,0.038944811,-0.217138808,-0.0598
493,2/6/21,-0.480545898,0.045546883,-0.217485298,-0.1494
494,3/6/21,-0.452135074,0.063926044,-0.196346806,-0.2176
495,4/6/21,-0.461278966,0.060184666,-0.19894978,-0.2059
496,5/6/21,-0.495463577,0.054543062,-0.200837217,-0.1917
497,6/6/21,-0.487731127,0.054161618,-0.201167148,-0.1665
498,7/6/21,-0.468871158,0.055567833,-0.200820179,-0.1123
499,8/6/21,-0.432865719,0.07526498,-0.199840158,-0.1964
500,9/6/21,-0.451627302,0.06841001,-0.196040553,-0.1481
501,10/6/21,-0.460864719,0.045899325,-0.197146732,-0.0662
502,11/6/21,-0.466561895,0.048103794,-0.19932493,-0.1859
503,12/6/21,-0.464375485,0.057238244,-0.194371133,-0.0822
504,1/6/22,-0.466355572,0.042611704,-0.204768188,-0.3221
505,2/6/22,-0.468134754,0.050785093,-0.203854456,-0.2945
506,3/6/22,-0.439611149,0.051026528,-0.187328292,-0.0787
507,4/6/22,-0.448581297,0.065211747,-0.191669291,-0.1301
508,5/6/22,-0.446789346,0.059454466,-0.194683425,-0.2647
509,6/6/22,-0.453237244,0.063520429,-0.189985089,-0.282
510,7/6/22,-0.470589397,0.074947421,-0.190109736,-0.2615
511,8/6/22,-0.433475119,0.06650792,-0.188815241,-0.2793
512,9/6/22,-0.449375501,0.061910486,-0.189017241,-0.2525
513,10/6/22,-0.422134616,0.08196072,-0.186794311,-0.2506
514,11/6/22,-0.43235474,0.090753069,-0.18673063,-0.1929
515,12/6/22,-0.447974893,0.079874681,-0.19372196,-0.1563
516,1/6/23,-0.465275475,0.067624734,-0.192217686,-0.2143
517,2/6/23,-0.427837314,0.084838094,-0.190223738,-0.3785
518,3/6/23,-0.426211422,0.080403815,-0.17842129,-0.2697
519,4/6/23,-0.442163205,0.082609489,-0.184445879,-0.3381
520,5/6/23,-0.450744049,0.073213936,-0.188462858,-0.2488
521,6/6/23,-0.448992986,0.091456774,-0.178719459,-0.1948
522,7/6/23,-0.417427933,0.085970566,-0.179393513,-0.282
523,8/6/23,-0.447119283,0.070654184,-0.177842195,-0.2824
524,9/6/23,-0.440675631,0.091215268,-0.182013609,-0.2454
525,10/6/23,-0.445199683,0.096168506,-0.176413593,-0.1619
526,11/6/23,-0.429831589,0.086913165,-0.17424437,0.0285
527,12/6/23,-0.462581421,0.056312265,-0.193037289,0.0001
528,1/6/24,-0.432692726,0.077686252,-0.17948985,-0.2536
529,2/6/24,-0.430416883,0.051494809,-0.176599289,-0.1859
530,3/6/24,-0.432645878,0.098710617,-0.167941672,-0.113
531,4/6/24,-0.41523096,0.098399133,-0.168755666,-0.2466
532,5/6/24,-0.43572982,0.113895742,-0.169393058,-0.1903
533,6/6/24,-0.429478279,0.075147637,-0.174728946,-0.2259
534,7/6/24,-0.429436081,0.074161112,-0.173987027,-0.2216
535,8/6/24,-0.418489208,0.0691458,-0.173379861,-0.2895
536,9/6/24,-0.426966641,0.07066807,-0.165550175,-0.2836
537,10/6/24,-0.437516966,0.079145733,-0.169934464,-0.2879
538,11/6/24,-0.436195793,0.072453045,-0.174490507,-0.2942
539,12/6/24,-0.414165493,0.088765879,-0.15745815,-0.3912
540,1/6/25,-0.46755428,0.079513504,-0.179603571,-0.3246
541,2/6/25,-0.437642099,0.068768174,-0.179950058,-0.2783
542,3/6/25,-0.428010554,0.102163777,-0.158811564,-0.1692
543,4/6/25,-0.429646995,0.119157601,-0.161414535,-0.1633
544,5/6/25,-0.423657738,0.084504595,-0.16330197,-0.2233
545,6/6/25,-0.425996216,0.094789429,-0.163631898,-0.2291
546,7/6/25,-0.431882872,0.085823742,-0.163284927,-0.2093
547,8/6/25,-0.418924476,0.095142068,-0.162304904,-0.1374
548,9/6/25,-0.427257704,0.088839756,-0.158505296,-0.104
549,10/6/25,-0.415489061,0.091233471,-0.159611473,-0.1326
550,11/6/25,-0.418188434,0.094989204,-0.161789668,0.0584
551,12/6/25,-0.419480281,0.108614736,-0.156835869,0.1358
552,1/6/26,-0.428782607,0.094502837,-0.167232921,0.166
553,2/6/26,-0.433807904,0.103275466,-0.166319187,0.0811
554,3/6/26,-0.425838085,0.106634686,-0.14979302,0.0756
555,4/6/26,-0.408336313,0.119703308,-0.154134017,-0.1389
556,5/6/26,-0.403706958,0.102491225,-0.157148148,-0.1345
557,6/6/26,-0.408589705,0.10031031,-0.152449809,-0.1224
558,7/6/26,-0.425931911,0.110503147,-0.152574454,-0.1582
559,8/6/26,-0.440905689,0.108920687,-0.151279957,-0.0882
560,9/6/26,-0.403136162,0.113828203,-0.151481954,-0.1031
561,10/6/26,-0.384776219,0.097260652,-0.149259022,-0.084
562,11/6/26,-0.395735103,0.121918778,-0.149195338,-0.0784
563,12/6/26,-0.415628253,0.1144859,-0.156186666,-0.2158
564,1/6/27,-0.399357061,0.108796739,-0.15468239,-0.1723
565,2/6/27,-0.40271409,0.123413683,-0.152688439,-0.1917
566,3/6/27,-0.406638061,0.121751363,-0.140885988,-0.2563
567,4/6/27,-0.401463091,0.118289939,-0.146910575,-0.2207
568,5/6/27,-0.394282738,0.091658738,-0.150927551,-0.2286
569,6/6/27,-0.384837403,0.121987397,-0.14118415,-0.2014
570,7/6/27,-0.406876249,0.138821867,-0.141858201,-0.1035
571,8/6/27,-0.416447975,0.134622963,-0.140306881,-0.1145
572,9/6/27,-0.418644291,0.143694935,-0.144478292,-0.0275
573,10/6/27,-0.405044812,0.135740278,-0.138878274,0.014
